model,features,num_features,roc_auc,f1,accuracy,precision,recall
Logistic Regression,"b2bDiff,closeGame,close_b2b,netRatingDiff,offRatingDiff",5,0.6958266965038975,0.7303901267290649,0.6528740535352459,0.6597336525512495,0.8179962894248608
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_b2b,offRatingDiff",7,0.6958263707699373,0.7286653900591125,0.6524474778713875,0.6609273523636913,0.811873840445269
Logistic Regression,"b2bDiff,closeGame,defRatingDiff,netRatingDiff,netRating_b2b,offRatingDiff",6,0.6958263242365145,0.728495516439721,0.6512743947957769,0.659302675082657,0.8139146567717996
Logistic Regression,"b2bDiff,closeGame,defRatingDiff,netRatingDiff,netRating_b2b",5,0.6958257193020173,0.7284801195318337,0.6511677508798123,0.6591557758750187,0.814100185528757
Logistic Regression,"b2bDiff,closeGame,defRatingDiff,netRatingDiff,offRatingDiff",5,0.6958256262351715,0.7287066246056783,0.6514876826277061,0.6594050480769231,0.8142857142857143
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,offRatingDiff,restDiff",7,0.6958255797017485,0.7300588089124492,0.6524474778713875,0.6594343857549005,0.8176252319109462
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,offRatingDiff",6,0.695825486634903,0.730195558501823,0.6527674096192813,0.6597783767595088,0.8174397031539888
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,defRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",7,0.6958254401014801,0.7272727272727273,0.6512743947957769,0.6606060606060606,0.8089053803339518
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,restDiff",7,0.6958249747672515,0.7300745650372825,0.6525541217873521,0.6595808383233533,0.8174397031539888
Logistic Regression,"b2bDiff,defRatingDiff,netRatingDiff,offRatingDiff",4,0.6958249747672515,0.7283015727719064,0.6518076143755999,0.6603289572959107,0.811873840445269
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,offRatingDiff",4,0.6958245559664458,0.7294156706507304,0.6523408339554229,0.6599579453289276,0.8152133580705009
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRatingDiff",4,0.6958240906322171,0.7297319724504191,0.6526607657033167,0.6601110944302657,0.815769944341373
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,offRatingDiff,restDiff",5,0.6958235787645656,0.7293395287089279,0.6521275461234937,0.6597117982587811,0.8153988868274582
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,offRatingDiff",5,0.6958232530306055,0.730284956925116,0.6527674096192813,0.6596827297216402,0.8178107606679035
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff",5,0.6958230203634913,0.730284956925116,0.6527674096192813,0.6596827297216402,0.8178107606679035
Logistic Regression,"b2bDiff,closeGame,defRatingDiff,netRating_b2b,offRatingDiff",5,0.695822415428994,0.728585657370518,0.6512743947957769,0.6592069690597777,0.8142857142857143
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRatingDiff,offRatingDiff",5,0.6958220896950339,0.7295816733067729,0.6525541217873521,0.6601081405827576,0.8153988868274582
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",8,0.6958218104944968,0.7273333889398615,0.6513810387117415,0.6607061676011516,0.8089053803339518
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,offRatingDiff,restDiff",5,0.6958217639610738,0.7294898382413936,0.6522341900394583,0.6597149287321831,0.815769944341373
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRating_b2b,offRatingDiff,restDiff",7,0.6958216708942282,0.7296535720205536,0.6521275461234937,0.6593768723786698,0.8166975881261596
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,netRatingDiff,netRating_rest,offRatingDiff",6,0.6958214847605366,0.7286331892251413,0.6519142582915645,0.6601385959626394,0.812987012987013
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b",6,0.6958211124931537,0.7300903289964366,0.6526607657033167,0.6597274224951325,0.8172541743970315
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,offRatingDiff",4,0.6958206471589252,0.7297319724504191,0.6526607657033167,0.6601110944302657,0.815769944341373
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,offRatingDiff,restDiff",8,0.6958195768901994,0.7297588464407061,0.6522341900394583,0.659427886775498,0.8168831168831169
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRatingDiff,restDiff",5,0.6958193907565078,0.7295054762694988,0.6523408339554229,0.6598619033323326,0.8155844155844156
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,defRatingDiff,netRating_rest,offRatingDiff",6,0.6958192511562393,0.728709248170326,0.6521275461234937,0.6603858908652397,0.8128014842300556
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_rest",6,0.6958191580893935,0.7287698577726025,0.6522341900394583,0.6604854515302276,0.8128014842300556
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRating_b2b,offRatingDiff",6,0.6958187392885877,0.7299403183023873,0.6525541217873521,0.659724303266407,0.8168831168831169
Logistic Regression,"b2bDiff,closeGame,netRatingDiff,netRating_b2b,offRatingDiff",5,0.695818320487782,0.7284801195318337,0.6511677508798123,0.6591557758750187,0.814100185528757
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,offRatingDiff",7,0.6958183204877819,0.7301508370628211,0.6527674096192813,0.6598262432594368,0.8172541743970315
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",8,0.6958179016869761,0.728709248170326,0.6521275461234937,0.6603858908652397,0.8128014842300556
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,netRating_rest,offRatingDiff",8,0.6958177155532848,0.7286344345510527,0.6522341900394583,0.6606307529802323,0.8122448979591836
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,offRatingDiff",6,0.6958170175519418,0.7295054762694988,0.6523408339554229,0.6598619033323326,0.8155844155844156
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,restDiff",6,0.6958163195505989,0.7292634372926343,0.6519142582915645,0.6594659465946595,0.8155844155844156
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",7,0.6958162264837531,0.728709248170326,0.6521275461234937,0.6603858908652397,0.8128014842300556
Logistic Regression,"b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_b2b,offRatingDiff,restDiff",7,0.6958160868834845,0.7299693429447345,0.6524474778713875,0.6595298697409792,0.8172541743970315
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest",7,0.6958154819489872,0.728709248170326,0.6521275461234937,0.6603858908652397,0.8128014842300556
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,netRating_rest",7,0.6958153423487187,0.7284988760303055,0.6522341900394583,0.6607763177767709,0.8116883116883117
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,netRating_b2b,offRatingDiff,restDiff",6,0.6958149700813359,0.7292634372926343,0.6519142582915645,0.6594659465946595,0.8155844155844156
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,offRatingDiff,restDiff",7,0.6958147839476443,0.7293844367015099,0.6521275461234937,0.6596638655462185,0.8155844155844156
Logistic Regression,"b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_b2b,offRatingDiff",6,0.6958140394128784,0.7299403183023873,0.6525541217873521,0.659724303266407,0.8168831168831169
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b",5,0.6958138067457642,0.7294449514643657,0.6522341900394583,0.659762869578268,0.8155844155844156
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_rest,offRatingDiff",7,0.6958131552778442,0.7287698577726025,0.6522341900394583,0.6604854515302276,0.8128014842300556
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_rest,offRatingDiff",7,0.6958126434101926,0.7285286284953395,0.6521275461234937,0.6605795351645035,0.8120593692022263
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,netRating_b2b,offRatingDiff",5,0.6958125968767697,0.7294449514643657,0.6522341900394583,0.659762869578268,0.8155844155844156
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRating_b2b,offRatingDiff,restDiff",6,0.6958121315425412,0.7294449514643657,0.6522341900394583,0.659762869578268,0.8155844155844156
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,defRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",7,0.6958120850091183,0.7285583562099659,0.6520209022075291,0.660383049313829,0.812430426716141
Logistic Regression,"b2bDiff,defRatingDiff,netRatingDiff,netRating_rest",4,0.6958115266080438,0.7280745548344151,0.6514876826277061,0.6600784550392276,0.8116883116883117
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRating_b2b,offRatingDiff",5,0.6958114335411982,0.7294000497883993,0.6522341900394583,0.6598108392133313,0.8153988868274582
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,defRatingDiff,netRating_rest,offRatingDiff",7,0.6958108751401237,0.7285286284953395,0.6521275461234937,0.6605795351645035,0.8120593692022263
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",9,0.6958090138032091,0.7280446183301423,0.6515943265436707,0.6602747999396044,0.811317254174397
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,netRating_rest,offRatingDiff",5,0.6958089207363636,0.729460580912863,0.6523408339554229,0.6599099099099099,0.8153988868274582
Logistic Regression,"b2bDiff,defRatingDiff,netRating_rest,offRatingDiff",4,0.6958085019355578,0.7279687109927603,0.6513810387117415,0.6600271616115889,0.8115027829313544
Logistic Regression,"b2bDiff,closeGame,defRatingDiff,netRatingDiff,netRating_rest,offRatingDiff",6,0.695808083134752,0.7285405943881786,0.6512743947957769,0.6592548076923077,0.814100185528757
Logistic Regression,"b2bDiff,netRatingDiff,netRating_rest,offRatingDiff",4,0.6958057099301859,0.7279687109927603,0.6513810387117415,0.6600271616115889,0.8115027829313544
Logistic Regression,"b2bDiff,closeGame,defRatingDiff,netRatingDiff,netRating_rest",5,0.6958051515291116,0.7285405943881786,0.6512743947957769,0.6592548076923077,0.814100185528757
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,netRating_rest",6,0.6958042208606543,0.7298483969845083,0.6522341900394583,0.6593324352641821,0.8172541743970315
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",8,0.6958041277938085,0.728014656895403,0.6517009704596353,0.6604714415231188,0.8109461966604824
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_rest,offRatingDiff",6,0.6958035693927342,0.729460580912863,0.6523408339554229,0.6599099099099099,0.8153988868274582
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,netRating_rest,offRatingDiff",7,0.6958030575250826,0.7293220619923753,0.6517009704596353,0.6590772917914919,0.8163265306122449
Logistic Regression,"b2bDiff,closeGame,defRatingDiff,netRating_rest,offRatingDiff",5,0.6958030575250826,0.7286010792860108,0.6513810387117415,0.6593538692712246,0.814100185528757
Logistic Regression,"b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_rest,offRatingDiff",6,0.6958030109916598,0.7301035196687371,0.6524474778713875,0.6593866866118175,0.8178107606679035
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest",8,0.6958028713913912,0.7279087199133839,0.6515943265436707,0.6604201299682636,0.8107606679035251
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRating_rest,offRatingDiff",5,0.6958024991240083,0.7294449514643657,0.6522341900394583,0.659762869578268,0.8155844155844156
Logistic Regression,"b2bDiff,defRatingDiff,netRatingDiff,netRating_rest,offRatingDiff",5,0.6958017545892425,0.7278628495339547,0.6512743947957769,0.6599758527014791,0.811317254174397
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,close_b2b,defRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",8,0.6958006843205167,0.727787492713798,0.6513810387117415,0.6602205771264541,0.8107606679035251
Logistic Regression,"b2bDiff,closeGame,netRatingDiff,netRating_rest,offRatingDiff",5,0.6958004516534023,0.7285405943881786,0.6512743947957769,0.6592548076923077,0.814100185528757
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",8,0.6957996605852137,0.7297745358090185,0.6523408339554229,0.6595744680851063,0.8166975881261596
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRating_rest,offRatingDiff",6,0.6957991487175622,0.7297431648715824,0.6521275461234937,0.6592814371257485,0.8170686456400742
Logistic Regression,"b2bDiff,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",6,0.6957991487175621,0.7279840186449142,0.6514876826277061,0.6601751207729468,0.811317254174397
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest",6,0.695798497249642,0.7290836653386454,0.6519142582915645,0.6596575548212676,0.8148423005565862
Logistic Regression,"b2bDiff,defRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",5,0.6957977527148762,0.7278628495339547,0.6512743947957769,0.6599758527014791,0.811317254174397
Logistic Regression,"b2bDiff,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest",5,0.695797147780379,0.7279234290470246,0.6513810387117415,0.6600754716981132,0.811317254174397
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_rest",5,0.6957969151132646,0.7291891443273301,0.6520209022075291,0.6597086649647094,0.8150278293135436
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest",7,0.6957959379113846,0.7295482801491919,0.6520209022075291,0.6593258426966292,0.8165120593692022
Logistic Regression,"b2bDiff,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",5,0.6957955191105787,0.7279234290470246,0.6513810387117415,0.6600754716981132,0.811317254174397
Logistic Regression,"b2bDiff,closeGame,defRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",6,0.6957949607095044,0.7279973430753902,0.6506345312999894,0.6588518184550646,0.8133580705009277
Logistic Regression,"b2bDiff,closeGame,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest",6,0.6957938904407786,0.727936903279369,0.6505278873840248,0.6587528174305034,0.8133580705009277
Logistic Regression,"b2bDiff,close_b2b,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",6,0.6957938439073557,0.7290681271263796,0.6518076143755999,0.659510583996397,0.8150278293135436
Logistic Regression,"b2bDiff,closeGame,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",6,0.6957931459060128,0.7279973430753902,0.6506345312999894,0.6588518184550646,0.8133580705009277
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,netRatingDiff,netRating_rest,offRatingDiff,restDiff",7,0.6957927736386298,0.7290558510638298,0.6523408339554229,0.6603432700993677,0.8137291280148423
Logistic Regression,"b2bDiff,closeGame,close_b2b,defRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",7,0.695792680571784,0.7296692365083313,0.6522341900394583,0.6595234527199161,0.8165120593692022
Logistic Regression,"b2bDiff,closeGame,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",7,0.6957914241693668,0.7280577929087436,0.650741175215954,0.6589508492409439,0.8133580705009277
Logistic Regression,"b2bDiff,closeGame,close_b2b,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",7,0.6957908192348696,0.7295931051628408,0.6520209022075291,0.6592781189156807,0.8166975881261596
Logistic Regression,"absNetRatingDiff,b2bDiff,defRatingDiff,netRatingDiff,netRating_rest,restDiff",6,0.6957895162990293,0.7279240253248918,0.6517009704596353,0.6605684910795283,0.8105751391465678
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",7,0.6957891905650693,0.729023155448585,0.6518076143755999,0.659558492266106,0.8148423005565862
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_rest,restDiff",7,0.6957890509648007,0.7288445552784705,0.6521275461234937,0.6602409638554216,0.8133580705009277
Logistic Regression,"b2bDiff,close_b2b,defRatingDiff,netRating_b2b,netRating_rest,offRatingDiff",6,0.6957865381599662,0.7288726548231779,0.6517009704596353,0.6595552884615384,0.8144712430426716
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,defRatingDiff,netRatingDiff,netRating_rest,restDiff",7,0.6957865381599662,0.7273636818409205,0.6512743947957769,0.6605087825560266,0.8092764378478664
Logistic Regression,"absNetRatingDiff,b2bDiff,defRatingDiff,netRatingDiff,netRating_rest,offRatingDiff,restDiff",7,0.6957858401586232,0.7278180454886278,0.6515943265436707,0.6605171631634659,0.8103896103896104
Logistic Regression,"absNetRatingDiff,b2bDiff,defRatingDiff,netRating_rest,offRatingDiff,restDiff",6,0.6957850025570116,0.7279240253248918,0.6517009704596353,0.6605684910795283,0.8105751391465678
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,defRatingDiff,netRating_rest,offRatingDiff,restDiff",7,0.6957842580222457,0.72768192048012,0.6515943265436707,0.6606629332526108,0.8098330241187384
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,defRatingDiff,netRating_rest,offRatingDiff,restDiff",7,0.6957835134874799,0.7288445552784705,0.6521275461234937,0.6602409638554216,0.8133580705009277
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,defRatingDiff,netRatingDiff,netRating_rest,offRatingDiff,restDiff",8,0.6957835134874799,0.7275152121363674,0.6513810387117415,0.6605115786287271,0.809647495361781
Logistic Regression,"absNetRatingDiff,b2bDiff,closeGame,netRatingDiff,netRating_rest,offRatingDiff,restDiff",7,0.695782164018217,0.7275758586195399,0.6514876826277061,0.6606115652437178,0.809647495361781
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff,restDiff",9,0.6957813729500283,0.7288755821689954,0.6523408339554229,0.6605366294844739,0.812987012987013
Logistic Regression,"absNetRatingDiff,b2bDiff,netRatingDiff,netRating_rest,offRatingDiff,restDiff",6,0.6957811868163368,0.7279240253248918,0.6517009704596353,0.6605684910795283,0.8105751391465678
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,defRatingDiff,netRatingDiff,netRating_rest,offRatingDiff,restDiff",8,0.6957803026813023,0.7288600648540783,0.6522341900394583,0.6603887298478228,0.8131725417439704
Logistic Regression,"absNetRatingDiff,b2bDiff,defRatingDiff,netRating_b2b,netRating_rest,offRatingDiff,restDiff",7,0.6957789532120393,0.727621270211702,0.6514876826277061,0.6605629539951574,0.8098330241187384
Logistic Regression,"absNetRatingDiff,b2bDiff,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest,restDiff",7,0.6957784413443878,0.7274545757626271,0.6512743947957769,0.660411622276029,0.809647495361781
Logistic Regression,"absNetRatingDiff,b2bDiff,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff,restDiff",7,0.6957765800074733,0.727621270211702,0.6514876826277061,0.6605629539951574,0.8098330241187384
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,defRatingDiff,netRating_b2b,netRating_rest,offRatingDiff,restDiff",8,0.6957764869406275,0.7286641157877225,0.6521275461234937,0.6604342581423401,0.8126159554730983
Logistic Regression,"absNetRatingDiff,b2bDiff,defRatingDiff,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff,restDiff",8,0.6957764404072047,0.727242414138046,0.6510611069638477,0.6603088101725704,0.8092764378478664
Logistic Regression,"absNetRatingDiff,b2bDiff,close_b2b,netRatingDiff,netRating_b2b,netRating_rest,offRatingDiff,restDiff",8,0.6957755562721704,0.728981288981289,0.6524474778713875,0.6605877920120573,0.8131725417439704
